Id,price,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
3579,150,N/A,N/A,N/A,f,1,f,-33.84867871,151.1302307,Apartment,Entire home/apt,2,1,2,2,Real Bed,,,1,0,14,22,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3580,350,within a day,1,0.67,f,1,f,-33.70537838,151.3014909,House,Entire home/apt,8,2,4,5,Real Bed,500,185,1,0,2,1125,21,100,10,10,10,10,10,10,f,moderate,f,f,0.54
3581,120,N/A,N/A,N/A,f,2,t,-33.88964848,151.2723232,Apartment,Entire home/apt,2,1,1,1,Real Bed,350,50,1,0,2,1125,3,100,10,10,10,10,10,10,f,moderate,f,f,0.09
3582,65,within an hour,1,0.98,f,18,t,-33.88976261,151.205231,House,Private room,2,3,1,1,Real Bed,0,65,1,15,1,70,21,89,9,8,9,9,10,9,t,flexible,f,f,0.51
3583,65,within a day,0.87,0.82,f,14,f,-33.82727723,151.1889962,Hostel,Hotel room,2,2,1,2,Real Bed,,,1,0,1,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3584,74,N/A,N/A,N/A,f,1,f,-33.89408349,151.2141527,Apartment,Private room,2,1.5,1,1,Real Bed,,,1,0,1,1125,2,90,9,9,10,10,10,9,f,flexible,f,f,0.04
3585,140,within a few hours,1,0.93,f,12,t,-33.94701469,151.2556534,House,Entire home/apt,4,1,2,4,Real Bed,200,10,4,20,1,1125,48,91,9,10,10,10,10,9,f,strict_14_with_grace_period,t,t,0.67
3586,110,within a few hours,1,0.91,f,1,f,-33.79761483,151.2863701,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,100,3,0,3,60,116,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.86
3587,301,within an hour,0.96,0.98,t,25,f,-33.87989068,151.2089665,Apartment,Entire home/apt,3,1,1,1,Real Bed,300,0,2,50,1,1125,3,100,9,10,10,10,10,9,t,flexible,f,f,0.64
3588,199,within an hour,0.97,0.99,f,9,f,-33.79380602,151.1432808,Apartment,Entire home/apt,2,1,1,2,Real Bed,,,1,0,1,1125,19,89,8,9,9,8,9,9,t,flexible,f,f,2.01
3589,60,within an hour,1,0.96,f,8,f,-33.84769454,151.0718857,Apartment,Private room,3,1,1,2,Real Bed,299,40,1,30,1,30,14,83,9,9,9,9,10,9,t,moderate,f,f,0.71
3590,178,within an hour,1,1,t,12,t,-33.8790589,151.2042067,Apartment,Entire home/apt,4,1,1,2,Real Bed,300,88,2,30,1,1000,31,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.27
3591,74,within a day,1,0.83,f,1,f,-33.91177995,151.253724,Apartment,Private room,2,1,1,1,Real Bed,,30,1,10,2,7,4,100,10,10,10,10,10,10,f,flexible,f,f,0.77
3592,220,within a few hours,1,1,t,1,f,-33.84278151,151.2149653,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,130,4,20,2,1120,76,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2.85
3593,260,N/A,N/A,0.67,f,2,f,-33.87896597,151.27643,Apartment,Entire home/apt,6,1.5,3,6,Real Bed,500,150,6,0,4,1125,1,80,10,8,10,10,10,10,f,moderate,f,f,0.42
3594,220,within a few hours,1,0.98,t,1,f,-33.81835714,151.0619766,House,Entire home/apt,8,2,5,5,Real Bed,450,100,4,15,3,60,107,98,10,10,10,10,10,10,f,moderate,f,f,2.87
3595,60,a few days or more,0,N/A,f,1,f,-33.95126249,151.0522011,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,4,60,0,,,,,,,,f,flexible,f,f,
3596,401,within an hour,1,1,f,1,t,-33.93940914,151.0535309,House,Entire home/apt,9,2,3,3,Real Bed,1500,200,1,0,2,1125,35,93,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,2.35
3597,234,N/A,N/A,N/A,f,1,f,-33.92262083,151.2494511,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,1125,3,100,10,10,10,10,10,10,t,flexible,f,f,0.12
3598,65,N/A,N/A,N/A,f,1,t,-33.88901691,151.2647154,Apartment,Private room,2,1,1,1,Real Bed,500,50,1,0,20,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.02
3599,29,within an hour,1,0.94,t,2,t,-33.77343632,151.1284443,Apartment,Private room,1,1,1,1,Real Bed,150,7,1,0,1,30,28,99,10,10,10,10,10,10,t,moderate,f,f,2.26
3600,59,within an hour,1,1,f,3,f,-33.85839842,151.0412373,Villa,Shared room,6,3,1,3,Real Bed,,,1,29,1,1125,0,,,,,,,,f,flexible,f,f,
3601,170,within an hour,1,0.99,t,5,t,-33.87968473,151.2025452,Apartment,Entire home/apt,3,1,1,2,Real Bed,0,100,1,0,2,1125,34,94,9,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.15
3602,150,within an hour,0.9,0.96,t,1,f,-33.78945592,151.2863991,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,145,2,100,2,365,76,96,10,10,10,10,10,9,f,moderate,f,f,2.83
3603,39,N/A,N/A,N/A,f,2,f,-33.72494374,151.2173156,House,Private room,2,1,1,1,Real Bed,150,10,1,15,2,20,2,100,10,10,10,10,10,10,t,moderate,f,f,0.05
3604,174,within an hour,1,0.99,f,8,t,-33.87903134,151.2125753,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,99,2,30,3,18,25,97,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1.7
3605,75,within an hour,1,0.97,f,1,f,-33.95161242,151.2036577,Apartment,Private room,3,1,1,1,Real Bed,0,0,1,0,1,100,238,93,10,10,10,10,10,10,f,moderate,f,f,8.78
3606,60,within a few hours,1,0.67,t,2,f,-33.78955182,151.1159696,House,Private room,1,1,1,0,Real Bed,,,1,0,5,30,2,100,10,10,10,10,10,10,f,flexible,f,f,0.58
3607,74,within a few hours,1,1,f,1,t,-33.84370438,151.206505,Condominium,Entire home/apt,2,1,0,2,Futon,300,20,1,55,3,60,36,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.93
3608,60,N/A,N/A,1,f,2,f,-33.89287461,151.1887375,Townhouse,Private room,2,1,1,1,Real Bed,140,20,1,0,5,90,11,100,10,10,10,10,10,10,f,moderate,f,f,0.37
3609,90,within an hour,1,0.95,f,2,f,-33.82469111,151.2294606,House,Private room,2,1,1,2,Real Bed,200,30,1,30,1,28,16,95,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.16
3610,375,N/A,N/A,0,f,2,t,-33.79992417,151.288064,Apartment,Entire home/apt,4,2,2,2,Real Bed,137,80,1,0,3,1125,3,93,10,9,10,10,10,10,f,flexible,f,f,0.08
3611,60,N/A,N/A,1,f,0,t,-33.8721645,151.1950501,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,15,20,1,,,,,,,,f,flexible,f,f,0.14
3612,81,N/A,N/A,1,f,1,f,-33.92088221,151.2378754,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,14,1125,0,,,,,,,,f,flexible,f,f,
3613,55,N/A,N/A,N/A,f,1,f,-33.91539542,151.24165,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,3,6,2,100,10,10,10,10,10,10,t,flexible,f,f,0.08
3614,153,within a few hours,0.7,0.97,f,2,t,-33.87992249,151.20763,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,50,1,0,2,1125,11,93,10,9,9,10,10,9,t,flexible,f,f,1.18
3615,120,within an hour,1,1,f,1,f,-33.77865961,151.2876886,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,150,2,25,2,21,51,89,9,9,10,9,10,9,f,strict_14_with_grace_period,f,f,2.52
3616,111,within an hour,1,0.95,f,1,f,-33.84746067,151.073454,Apartment,Entire home/apt,6,2,2,0,Real Bed,200,100,2,10,2,90,18,100,10,10,9,10,10,10,t,strict_14_with_grace_period,f,f,3.55
3617,499,within an hour,1,0.73,f,2,t,-33.61906116,151.3323703,House,Entire home/apt,6,2,3,3,Real Bed,1500,250,6,0,7,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.42
3618,144,within an hour,0.82,0.96,f,23,t,-33.92452786,151.1874952,Condominium,Entire home/apt,5,2,2,2,Real Bed,500,110,4,30,2,1125,4,70,6,6,8,7,7,7,t,strict_14_with_grace_period,f,f,0.75
3619,86,N/A,N/A,N/A,f,1,f,-33.83893671,151.2002719,Townhouse,Private room,2,1,1,1,Real Bed,,,1,0,6,31,1,100,10,10,10,10,10,10,t,flexible,f,f,0.04
3620,220,within an hour,1,0.98,f,7,f,-33.91476724,151.2355133,House,Entire home/apt,9,2,4,5,Real Bed,1000,310,1,0,1,1125,12,80,8,7,8,9,9,8,t,moderate,f,f,0.73
3621,150,within an hour,1,0.88,f,1,f,-33.90474332,151.1746108,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,75,2,30,2,1000,17,89,9,9,10,9,10,9,t,moderate,f,f,1.16
3622,55,within an hour,1,1,f,1,f,-33.82365409,151.2423824,Apartment,Private room,1,1,1,1,Real Bed,,25,1,25,2,1125,28,94,9,9,10,10,9,9,t,moderate,f,f,0.67
3623,85,within an hour,1,1,t,1,f,-33.76969459,151.0815703,Apartment,Entire home/apt,4,1,0,2,Real Bed,800,80,2,10,2,1125,24,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.41
3624,349,N/A,N/A,N/A,f,1,f,-33.89713537,151.1886305,Townhouse,Entire home/apt,4,2.5,3,3,Real Bed,1000,120,4,50,3,7,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.02
3625,153,within an hour,1,0.98,t,2,t,-33.90062116,151.2637881,Guesthouse,Entire home/apt,2,1,1,0,Real Bed,0,0,2,0,2,40,294,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,4.24
3626,129,within a few hours,1,0.82,t,1,t,-33.896705,151.2663269,Guesthouse,Private room,2,1,1,1,Real Bed,300,100,1,0,2,60,40,99,10,10,10,10,10,9,f,moderate,f,f,0.75
3627,55,within a day,1,0,f,2,t,-33.87690002,151.2445785,Apartment,Private room,2,1,1,1,Real Bed,0,25,1,10,2,1125,1,40,2,4,4,4,8,4,t,flexible,f,f,0.05
3628,179,within an hour,1,0.25,f,1,t,-33.89049683,151.2622827,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,100,1,0,4,1125,10,84,8,7,9,10,9,8,f,strict_14_with_grace_period,f,f,0.48
3629,65,N/A,N/A,N/A,f,1,t,-33.87899515,151.22561,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,1,100,10,8,10,10,10,10,f,flexible,f,f,0.02
3630,128,within an hour,1,0.83,f,1,f,-33.85822791,151.1791829,Apartment,Entire home/apt,4,1.5,2,5,Real Bed,0,50,1,0,2,1125,14,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.75
3631,50,within a day,0.87,0.82,f,14,f,-33.82662044,151.1872147,Hostel,Hotel room,1,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3632,301,N/A,N/A,N/A,f,1,f,-33.88714135,151.2697574,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,75,1,0,2,1125,2,100,10,10,10,10,10,9,f,moderate,f,f,0.05
3633,500,within a day,0.8,0.78,f,2,f,-33.77472627,151.2805142,House,Entire home/apt,6,3,3,3,Real Bed,0,100,1,0,3,1125,11,98,10,10,10,10,10,9,f,moderate,f,f,0.41
3634,74,within a day,0.71,0.6,t,1,t,-33.89694347,151.269996,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,5,1125,13,98,9,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.66
3635,178,N/A,N/A,0,f,3,t,-33.92492665,151.2551339,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,500,49,1,0,10,16,0,,,,,,,,f,moderate,f,f,
3636,65,N/A,N/A,N/A,f,1,t,-33.89132526,151.1774254,House,Private room,2,1,1,1,Real Bed,,10,1,15,5,1125,2,100,10,10,9,9,10,10,f,flexible,f,f,0.04
3637,165,N/A,N/A,N/A,f,1,f,-33.87897051,151.2718198,Apartment,Entire home/apt,2,2.5,2,1,Real Bed,200,,1,0,10,12,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3638,141,within an hour,1,1,f,4,t,-33.89360594,151.1817387,House,Entire home/apt,8,1,3,3,Real Bed,0,70,4,15,1,1125,191,79,8,8,9,9,10,8,t,strict_14_with_grace_period,f,f,5.99
3639,99,N/A,N/A,N/A,f,1,t,-33.78697913,151.1785816,Loft,Entire home/apt,2,1,1,1,Real Bed,500,50,2,50,7,15,6,88,10,10,9,10,10,10,f,moderate,f,f,0.1
3640,100,N/A,N/A,N/A,f,2,f,-33.89292736,151.2544201,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,0,1,0,7,14,1,,,,,,,,f,strict_14_with_grace_period,f,f,0.05
3641,82,within a few hours,1,0.5,f,2,t,-33.90711386,151.2102525,Apartment,Private room,2,1.5,1,1,Real Bed,,,1,50,1,1125,2,80,10,4,10,10,8,10,t,flexible,f,f,0.35
3642,103,within an hour,1,1,f,2,t,-33.87846012,151.2240854,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,58,1,15,2,600,94,87,9,8,10,10,10,9,t,strict_14_with_grace_period,f,f,3.9
3643,165,within an hour,1,1,f,1,f,-33.90882529,151.2009702,House,Entire home/apt,4,1,3,3,Real Bed,,80,1,0,1,1125,5,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.39
3644,65,within a day,1,1,f,2,f,-33.79155112,151.0924215,House,Shared room,2,1,1,2,Real Bed,0,30,1,30,1,1125,0,,,,,,,,f,flexible,f,f,
3645,250,N/A,N/A,1,f,0,t,-33.87826222,151.2770825,Apartment,Entire home/apt,5,1,3,3,Real Bed,0,150,1,0,7,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3646,401,within an hour,1,0.99,t,4,t,-33.86788689,151.1933785,Townhouse,Entire home/apt,6,1,2,4,Real Bed,0,99,2,35,3,112,36,93,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.41
3647,195,within a day,0.6,0.53,f,2,t,-33.65065662,151.3108679,Apartment,Entire home/apt,4,1,2,3,Real Bed,,40,2,30,3,30,9,98,10,10,10,10,10,10,f,moderate,f,f,0.19
3648,81,N/A,N/A,N/A,f,2,t,-33.89760893,151.2651711,House,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,0.05
3649,99,N/A,N/A,N/A,f,1,t,-33.87406375,151.2250998,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,50,2,0,2,7,0,,,,,,,,f,flexible,f,f,
3650,401,within a day,1,0,f,1,f,-33.64153255,151.3085986,House,Entire home/apt,8,3.5,4,4,Real Bed,2000,250,4,25,5,16,4,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.1
3651,207,within an hour,0.97,0.93,f,59,t,-33.89023588,151.2738929,Apartment,Entire home/apt,4,1,1,2,Real Bed,500,110,2,25,2,1125,6,90,9,9,10,9,10,9,f,strict_14_with_grace_period,f,f,0.77
3652,200,within an hour,1,1,f,1,f,-33.62862602,151.3267181,House,Entire home/apt,4,1,2,2,Real Bed,0,50,1,0,2,1125,15,99,10,10,10,10,10,10,t,moderate,f,f,4.95
3653,120,N/A,N/A,N/A,f,1,f,-33.8967405,151.2593616,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,50,1,0,3,7,2,90,6,7,10,10,9,9,f,moderate,f,f,0.04
3654,39,within a few hours,1,0.8,f,1,t,-33.87558884,151.1662858,House,Private room,1,0.5,1,1,Real Bed,,,1,0,10,31,1,100,8,10,10,10,10,10,f,moderate,f,f,1
3655,150,within an hour,1,0.88,f,2,t,-33.90554576,151.1860052,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,0,2,1125,4,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.43
3656,50,N/A,N/A,N/A,f,1,f,-33.88736866,151.1338618,Apartment,Private room,2,1.5,1,,Real Bed,0,7,1,10,2,6,0,,,,,,,,t,moderate,f,f,
3657,120,N/A,N/A,N/A,f,1,f,-33.80691549,151.0713974,House,Entire home/apt,4,1,2,2,Real Bed,,20,1,0,1,3,1,,,,,,,,t,flexible,f,f,0.05
3658,401,within an hour,1,0.96,t,2,t,-33.89407701,151.1721639,House,Entire home/apt,5,1,3,3,Real Bed,695,150,1,0,4,1125,14,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.36
3659,540,within an hour,1,1,f,0,f,-33.87595024,151.2144252,Cottage,Entire home/apt,6,2,3,4,Real Bed,300,295,5,50,6,60,2,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.82
3660,250,N/A,N/A,N/A,f,1,t,-33.91290987,151.2505348,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,,,1,0,7,13,0,,,,,,,,f,flexible,f,f,
3661,90,N/A,N/A,1,t,1,t,-33.86694547,151.1908527,Apartment,Private room,1,1,1,1,Real Bed,0,40,1,30,2,1125,17,100,10,10,10,10,10,10,f,flexible,f,f,1.29
3662,380,within an hour,1,1,f,14,f,-33.84250611,151.2823454,Boutique hotel,Hotel room,4,1,1,3,Real Bed,0,0,4,50,1,1125,3,100,10,10,10,10,10,9,t,moderate,f,f,0.19
3663,81,N/A,N/A,N/A,f,1,t,-33.88841557,151.2757608,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,3,100,10,10,10,10,10,10,f,moderate,f,f,0.12
3664,81,N/A,N/A,N/A,f,1,t,-33.87581723,151.1986445,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,6,92,9,8,8,8,10,10,t,flexible,f,f,0.18
3665,61,N/A,N/A,N/A,f,1,f,-33.74376683,151.2991525,House,Private room,2,1,1,1,Real Bed,,,1,0,10,17,0,,,,,,,,t,flexible,f,f,
3666,99,within an hour,1,0.91,t,12,t,-33.78563342,151.2821756,Townhouse,Private room,2,1,1,2,Real Bed,200,45,1,0,7,120,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1
3667,61,N/A,N/A,1,f,2,f,-33.87908182,151.199957,Apartment,Private room,1,2,1,1,Real Bed,,20,1,20,3,1125,14,87,10,8,10,10,10,10,t,moderate,f,f,1.09
3668,239,within an hour,1,1,f,12,f,-33.87052493,151.1978639,Apartment,Entire home/apt,7,1,2,6,Real Bed,300,98,4,25,1,1125,17,95,10,10,10,10,10,10,t,moderate,f,f,4.77
3669,152,N/A,N/A,N/A,f,1,t,-33.88102578,151.2781085,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,25,1,0,2,365,13,76,9,7,9,9,9,9,t,flexible,f,f,0.15
3670,120,N/A,N/A,N/A,f,0,t,-33.89275282,151.1993367,Apartment,Private room,2,1,1,1,Real Bed,300,80,1,0,4,30,1,100,8,8,10,10,10,10,f,flexible,f,f,0.04
3671,100,N/A,N/A,N/A,f,2,f,-33.94672799,151.2543491,Apartment,Entire home/apt,2,1,1,1,Real Bed,350,30,2,10,3,35,11,100,10,10,10,10,10,9,f,moderate,f,f,0.37
3672,31,within an hour,1,1,f,1,f,-33.9091272,151.2241255,Apartment,Private room,1,1.5,1,1,Real Bed,,15,1,15,1,1125,0,,,,,,,,t,moderate,f,f,
3673,65,N/A,N/A,N/A,f,1,f,-33.87875311,151.2242182,House,Private room,1,1,1,1,Real Bed,,,1,0,5,17,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.02
3674,110,within a few hours,1,1,f,4,t,-33.89600427,151.2715736,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,50,1,0,3,21,1,100,10,10,10,10,10,10,f,moderate,f,f,0.16
3675,99,within an hour,1,0.88,t,5,f,-33.89079264,151.2303764,House,Entire home/apt,4,1,2,2,Real Bed,200,99,4,20,1,200,86,93,9,10,10,10,10,10,t,strict_14_with_grace_period,f,f,5.45
3676,100,N/A,N/A,N/A,f,1,t,-33.80189273,151.1588606,Other,Entire home/apt,1,1,1,1,Real Bed,400,,1,20,6,1125,0,,,,,,,,f,flexible,f,f,
3677,78,within an hour,1,0.9,f,1,f,-33.87671193,151.1650415,Apartment,Entire home/apt,2,1,1,1,Real Bed,,25,1,20,1,1125,88,91,10,9,9,10,10,9,f,flexible,f,f,1.76
3678,385,N/A,N/A,N/A,f,1,f,-33.86147102,151.2787462,Apartment,Entire home/apt,4,2,2,3,Real Bed,,,1,0,6,11,0,,,,,,,,f,flexible,f,f,
3679,212,within an hour,1,1,t,2,f,-33.84053938,151.085614,Townhouse,Entire home/apt,10,2.5,3,5,Real Bed,300,150,4,25,1,28,100,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,5.03
3680,197,N/A,N/A,N/A,f,1,t,-33.84750634,151.2170792,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,70,1,0,3,11,3,90,10,9,10,10,10,9,f,moderate,f,f,0.08
3681,100,N/A,N/A,N/A,f,1,t,-33.87940905,151.2133582,Apartment,Entire home/apt,4,1.5,2,2,Pull-out Sofa,750,10,2,25,2,7,31,89,9,9,9,9,10,9,f,strict_14_with_grace_period,f,t,0.36
3682,213,within a day,0.9,0.9,f,0,f,-33.6547936,151.3198384,Apartment,Entire home/apt,5,2,2,4,Real Bed,,,1,0,1,7,8,78,8,8,9,9,10,9,f,moderate,f,f,2.07
3683,160,within an hour,0.97,0.87,f,49,f,-33.92107364,151.1846382,Apartment,Entire home/apt,4,2,2,2,Real Bed,0,180,1,0,2,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3684,355,N/A,N/A,0.25,f,2,f,-33.78668949,151.286015,House,Entire home/apt,4,2,4,5,Real Bed,500,150,1,0,7,1125,4,100,10,10,10,10,10,10,t,moderate,f,f,0.14
3685,120,N/A,N/A,N/A,f,1,t,-33.88922089,151.2772067,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,75,1,0,6,18,1,100,10,10,10,10,10,10,f,flexible,f,f,0.02
3686,86,N/A,N/A,N/A,f,2,t,-33.79988878,151.2770678,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
3687,129,N/A,N/A,0.88,f,1,f,-33.77784803,151.2856515,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,18,2,10,2,1125,14,91,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.54
3688,40,N/A,N/A,N/A,f,1,f,-33.90207353,151.1673766,House,Private room,2,1.5,1,1,Real Bed,,,1,0,7,21,0,,,,,,,,f,flexible,f,f,
3689,34,within an hour,0.93,0.74,f,4,f,-33.90556118,151.1046242,House,Private room,2,2,1,1,Real Bed,0,20,1,0,1,1125,13,85,9,8,9,9,9,9,t,strict_14_with_grace_period,f,f,0.38
3690,65,N/A,N/A,N/A,f,1,t,-33.77194902,151.1611408,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,21,91,9,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.49
3691,100,within an hour,0.93,0.96,t,2,f,-33.88068818,151.2119465,Townhouse,Private room,2,2,1,1,Real Bed,0,20,1,0,1,30,15,100,10,10,10,10,10,10,t,flexible,f,f,2.78
3692,120,within a day,0.5,1,f,1,f,-33.74229349,151.1346834,House,Entire home/apt,2,1,1,1,Real Bed,,,2,0,2,1125,27,88,9,10,9,9,10,9,t,flexible,f,f,1.2
3693,200,within an hour,1,1,t,32,f,-33.8595287,151.2080227,Townhouse,Entire home/apt,4,1,2,3,Real Bed,200,170,2,20,3,90,51,96,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.2
3694,301,within an hour,0.94,0.66,f,41,f,-33.82239738,151.1945381,Apartment,Entire home/apt,5,2,3,4,Real Bed,0,300,1,0,4,365,1,20,2,10,8,8,10,2,f,moderate,f,f,0.12
3695,480,N/A,N/A,N/A,f,1,t,-33.75949171,151.2092985,House,Entire home/apt,5,3,3,5,Real Bed,500,170,1,0,4,1125,2,90,10,9,10,10,9,9,f,strict_14_with_grace_period,f,f,0.04
3696,242,within an hour,1,0.93,f,38,f,-33.87140562,151.1981504,Apartment,Entire home/apt,4,2,2,3,Real Bed,500,375,1,0,5,1125,1,100,8,10,8,8,10,8,t,strict_14_with_grace_period,f,f,1
3697,129,N/A,N/A,N/A,f,1,f,-33.88826066,151.2807178,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,4,4,87,9,8,9,9,9,9,f,moderate,f,f,0.13
3698,110,N/A,N/A,N/A,f,1,f,-33.88842709,151.2336755,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,100,1,0,3,24,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.02
3699,102,within an hour,0.97,1,f,9,t,-33.87853227,151.2136332,Apartment,Entire home/apt,2,1,1,1,Real Bed,,99,1,0,1,1125,236,94,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,5.04
3700,158,within an hour,1,1,f,27,f,-33.88023659,151.1941633,Apartment,Entire home/apt,4,1,2,2,Real Bed,300,119,1,0,10,1125,1,80,10,10,6,10,10,10,t,strict_14_with_grace_period,f,f,0.43
3701,301,within a few hours,0.91,0.92,f,3,f,-33.82926084,151.0746032,Apartment,Entire home/apt,8,2,3,6,Real Bed,500,100,6,25,5,1124,40,96,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,1.37
3702,250,N/A,N/A,N/A,f,1,f,-33.88040561,151.2779461,Apartment,Entire home/apt,2,1,1,1,Real Bed,550,80,1,0,10,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
3703,80,within a day,1,0.43,t,2,t,-33.93159466,151.2312258,Apartment,Entire home/apt,4,1,2,3,Real Bed,0,0,2,25,2,4,6,100,10,10,10,10,10,10,f,flexible,f,f,0.82
3704,160,within an hour,1,0.93,t,2,f,-33.88823774,151.2677097,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,162,2,25,3,1125,62,99,10,10,10,10,10,10,f,moderate,f,f,1.88
3705,50,within a few hours,1,0.83,f,0,f,-33.88396262,151.2154052,House,Private room,1,1.5,1,1,Real Bed,,,1,0,4,60,3,93,9,8,9,10,10,10,t,strict_14_with_grace_period,f,f,1.08
3706,207,N/A,N/A,N/A,f,1,t,-33.92190291,151.2501641,Apartment,Entire home/apt,5,1,2,2,Real Bed,,,1,0,3,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
3707,263,within an hour,1,1,f,27,f,-33.92971407,151.1509909,Apartment,Entire home/apt,8,3,4,5,Real Bed,500,170,6,0,1,1125,3,87,9,9,8,10,9,9,t,strict_14_with_grace_period,f,f,1.76
3708,60,N/A,N/A,N/A,f,2,t,-33.82146657,151.1962019,Apartment,Private room,2,1.5,1,1,Real Bed,0,0,1,20,3,30,5,96,10,9,10,10,10,10,t,moderate,f,f,0.09
3709,69,N/A,N/A,1,f,1,f,-33.91782046,151.2565079,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,6,90,9,10,10,10,10,9,t,flexible,f,f,0.57
3710,40,N/A,N/A,N/A,f,2,f,-33.76392082,151.1557641,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,3,1125,3,93,9,10,10,10,9,9,f,flexible,f,f,0.1
